word,count,percentage,pos
size,5,0.0099,noun
marc,5,0.0099,noun
observing,5,0.0099,verb
clock,5,0.0099,noun
night,5,0.0099,noun
town,5,0.0099,noun
found,5,0.0099,verb
impact,5,0.0099,noun
perched,5,0.0099,verb
saturated,5,0.0099,verb
ballerina,5,0.0099,noun
theater,5,0.0099,noun
dance,5,0.0099,noun
abstracted,5,0.0099,verb
those,5,0.0099,other
spontaneity,5,0.0099,noun
much,5,0.0099,adj
flora,5,0.0099,noun
mass,5,0.0099,noun
ingrid,5,0.0099,adj
velázquez,5,0.0099,verb
power,5,0.0099,noun
macbeth,5,0.0099,verb
bond,5,0.0099,noun
mastery,4,0.0079,verb
cascades,4,0.0079,noun
mouth,4,0.0079,noun
horizontal,4,0.0079,adj
o,4,0.0079,noun
keeffe,4,0.0079,noun
roofs,4,0.0079,noun
surrealistic,4,0.0079,adj
surrounded,4,0.0079,verb
oeuvre,4,0.0079,adv
inspired,4,0.0079,adj
symmetrical,4,0.0079,adj
angles,4,0.0079,noun
bare,4,0.0079,verb
childlike,4,0.0079,noun
poses,4,0.0079,noun
woodblock,4,0.0079,adj
depictions,4,0.0079,noun
17th,4,0.0079,other
thatched,4,0.0079,adj
rustic,4,0.0079,adj
beside,4,0.0079,other
slender,4,0.0079,verb
mountains,4,0.0079,noun
emphasized,4,0.0079,verb
sculptural,4,0.0079,adj
fabrics,4,0.0079,noun
richly,4,0.0079,adv
enhance,4,0.0079,verb
skillful,4,0.0079,noun
how,4,0.0079,other
beard,4,0.0079,noun
direct,4,0.0079,adj
observer,4,0.0079,noun
demeanor,4,0.0079,noun
infant,4,0.0079,noun
son,4,0.0079,noun
older,4,0.0079,adj
scroll,4,0.0079,noun
kind,4,0.0079,noun
compositions,4,0.0079,noun
companionship,4,0.0079,noun
visually,4,0.0079,adv
confident,4,0.0079,adj
class,4,0.0079,noun
suit,4,0.0079,noun
society,4,0.0079,noun
fluidity,4,0.0079,noun
browns,4,0.0079,noun
care,4,0.0079,noun
angle,4,0.0079,adj
mystery,4,0.0079,noun
idealized,4,0.0079,verb
evidenced,4,0.0079,verb
hairstyle,4,0.0079,adj
pronounced,4,0.0079,verb
complement,4,0.0079,noun
headscarf,4,0.0079,noun
angular,4,0.0079,adj
fur,4,0.0079,noun
evening,4,0.0079,verb
casually,4,0.0079,adv
necklace,4,0.0079,verb
portrayals,4,0.0079,noun
principles,4,0.0079,noun
nun,4,0.0079,adv
only,4,0.0079,adv
curved,4,0.0079,verb
item,4,0.0079,noun
vibrancy,4,0.0079,noun
grapes,4,0.0079,adj
held,4,0.0079,verb
roses,4,0.0079,noun
blurred,4,0.0079,verb
cross,4,0.0079,noun
hope,4,0.0079,noun
meticulously,4,0.0079,adv
halo,4,0.0079,adj
source,4,0.0079,noun
otherwise,4,0.0079,adv
implies,4,0.0079,noun
commonly,4,0.0079,adv
so,4,0.0079,adv
expressions,4,0.0079,noun
somber,4,0.0079,adj
covers,4,0.0079,noun
simply,4,0.0079,adv
doorway,4,0.0079,noun
column,4,0.0079,noun
rocky,4,0.0079,verb
vast,4,0.0079,adj
lapping,4,0.0079,verb
sailboat,4,0.0079,noun
times,4,0.0079,noun
sun,4,0.0079,adj
leisure,4,0.0079,noun
onto,4,0.0079,other
solitude,4,0.0079,verb
bathers,4,0.0079,noun
among,4,0.0079,other
liquid,4,0.0079,adj
varied,4,0.0079,adj
harmoniously,4,0.0079,adv
ripe,4,0.0079,noun
inside,4,0.0079,adj
paint,4,0.0079,noun
brim,4,0.0079,noun
subtly,4,0.0079,adv
interest,4,0.0079,noun
bodies,4,0.0079,noun
displayed,4,0.0079,verb
furniture,4,0.0079,noun
blending,4,0.0079,verb
hanging,4,0.0079,verb
application,4,0.0079,noun
symbolism,4,0.0079,noun
freedom,4,0.0079,noun
fantastical,4,0.0079,adj
difficult,4,0.0079,adj
floor,4,0.0079,noun
vision,4,0.0079,noun
lack,4,0.0079,noun
imply,4,0.0079,noun
terms,4,0.0079,noun
actual,4,0.0079,adj
variety,4,0.0079,noun
1,4,0.0079,other
fish,4,0.0079,adj
3,4,0.0079,other
reflect,4,0.0079,noun
halves,4,0.0079,noun
distraction,4,0.0079,noun
minimal,4,0.0079,adj
sketchy,4,0.0079,noun
individuals,4,0.0079,noun
drama,4,0.0079,noun
lives,4,0.0079,verb
after,4,0.0079,other
rectangles,4,0.0079,noun
blocks,4,0.0079,noun
representational,4,0.0079,adj
showing,4,0.0079,noun
waist,4,0.0079,adj
years,4,0.0079,noun
bow,4,0.0079,adj
backrest,4,0.0079,adj
someone,4,0.0079,noun
old,4,0.0079,adj
armchair,4,0.0079,adv
france,4,0.0079,noun
identifying,4,0.0079,verb
centrally,4,0.0079,adv
original,4,0.0079,adj
spontaneous,4,0.0079,adj
automatic,4,0.0079,adj
subconscious,4,0.0079,adj
cutouts,4,0.0079,noun
amidst,4,0.0079,verb
creatures,4,0.0079,noun
below,4,0.0079,other
illustration,4,0.0079,noun
employed,4,0.0079,verb
commercial,4,0.0079,adj
consumer,4,0.0079,noun
repetition,4,0.0079,noun
elizabeth,4,0.0079,verb
recognizable,4,0.0079,adj
frog,4,0.0079,noun
herself,4,0.0079,other
fair,4,0.0079,noun
closed,4,0.0079,verb
truck,4,0.0079,noun
velazquez,4,0.0079,noun
active,4,0.0079,adj
moments,4,0.0079,noun
faces,4,0.0079,verb
ellen,4,0.0079,verb
terry,4,0.0079,adj
printmaker,4,0.0079,noun
idyllic,4,0.0079,adj
western,4,0.0079,adj
cat,4,0.0079,adj
wave,4,0.0079,verb
volkswagen,4,0.0079,noun
circles,4,0.0079,noun
fritza,3,0.0059,adj
flows,3,0.0059,verb
bodice,3,0.0059,noun
dots,3,0.0059,noun
refinement,3,0.0059,noun
testament,3,0.0059,noun
amedeo,3,0.0059,noun
alice,3,0.0059,noun
figurative,3,0.0059,adj
carries,3,0.0059,verb
combined,3,0.0059,verb
georgia,3,0.0059,adj
align,3,0.0059,verb
petals,3,0.0059,noun
bloom,3,0.0059,noun
gradient,3,0.0059,adj
clarity,3,0.0059,noun
hill,3,0.0059,noun
terrain,3,0.0059,noun
relatively,3,0.0059,adv
tangerine,3,0.0059,noun
cranes,3,0.0059,noun
grey,3,0.0059,noun
flourished,3,0.0059,verb
meets,3,0.0059,noun
silhouettes,3,0.0059,verb
effective,3,0.0059,adj
demonstrates,3,0.0059,verb
seriousness,3,0.0059,noun
skillfully,3,0.0059,adv
cupid,3,0.0059,adj
allegorical,3,0.0059,adj
cherub,3,0.0059,noun
baby,3,0.0059,noun
association,3,0.0059,noun
corners,3,0.0059,noun
youthful,3,0.0059,adj
luxury,3,0.0059,noun
opulence,3,0.0059,noun
prime,3,0.0059,adj
sought,3,0.0059,adj
tradition,3,0.0059,noun
robes,3,0.0059,verb
represents,3,0.0059,verb
sleek,3,0.0059,adj
pearl,3,0.0059,adj
jewelry,3,0.0059,noun
confidence,3,0.0059,noun
allure,3,0.0059,noun
tie,3,0.0059,noun
members,3,0.0059,noun
1920s,3,0.0059,other
1930s,3,0.0059,other
model,3,0.0059,noun
la,3,0.0059,noun
belle,3,0.0059,other
slight,3,0.0059,adj
stripes,3,0.0059,noun
trends,3,0.0059,noun
complexion,3,0.0059,noun
entirely,3,0.0059,adv
characteristics,3,0.0059,noun
brimmed,3,0.0059,verb
feather,3,0.0059,adv
celebration,3,0.0059,noun
modern,3,0.0059,adj
lipstick,3,0.0059,adj
neatly,3,0.0059,adv
appeal,3,0.0059,adv
makes,3,0.0059,verb
embracing,3,0.0059,verb
dancing,3,0.0059,verb
purples,3,0.0059,noun
self,3,0.0059,noun
vehicle,3,0.0059,noun
dr,3,0.0059,verb
boucard,3,0.0059,adv
concentration,3,0.0059,noun
winter,3,0.0059,noun
leaning,3,0.0059,verb
moody,3,0.0059,noun
m,3,0.0059,noun
turban,3,0.0059,noun
remain,3,0.0059,verb
city,3,0.0059,noun
adam,3,0.0059,noun
eve,3,0.0059,verb
complexity,3,0.0059,noun
nostalgia,3,0.0059,adv
absorbed,3,0.0059,verb
instrument,3,0.0059,adj
act,3,0.0059,noun
solemn,3,0.0059,noun
dignity,3,0.0059,noun
comes,3,0.0059,verb
loosely,3,0.0059,adv
conveyed,3,0.0059,verb
displays,3,0.0059,noun
taking,3,0.0059,verb
immersed,3,0.0059,verb
meant,3,0.0059,noun
arches,3,0.0059,noun
influenced,3,0.0059,adj
please,3,0.0059,adj
oil,3,0.0059,noun
casting,3,0.0059,noun
values,3,0.0059,noun
medieval,3,0.0059,adj
lily,3,0.0059,adv
saints,3,0.0059,noun
effectively,3,0.0059,adv
make,3,0.0059,verb
francis,3,0.0059,noun
seeks,3,0.0059,noun
describe,3,0.0059,noun
images,3,0.0059,noun
embroidered,3,0.0059,verb
intended,3,0.0059,verb
modeling,3,0.0059,verb
blonde,3,0.0059,adj
royal,3,0.0059,noun
designed,3,0.0059,verb
appearing,3,0.0059,verb
preparing,3,0.0059,verb
san,3,0.0059,adj
alone,3,0.0059,adv
resembling,3,0.0059,verb
offering,3,0.0059,verb
moored,3,0.0059,verb
attending,3,0.0059,verb
purposes,3,0.0059,noun
contain,3,0.0059,noun
casts,3,0.0059,noun
valencia,3,0.0059,noun
takes,3,0.0059,verb
younger,3,0.0059,adj
reads,3,0.0059,noun
lens,3,0.0059,noun
reflective,3,0.0059,adj
dusk,3,0.0059,noun
victorian,3,0.0059,adj
complemented,3,0.0059,verb
carrying,3,0.0059,verb
considered,3,0.0059,verb
changing,3,0.0059,verb
oxen,3,0.0059,verb
pears,3,0.0059,noun
containing,3,0.0059,verb
technical,3,0.0059,adj
fluffy,3,0.0059,adj
method,3,0.0059,verb
referred,3,0.0059,verb
challenges,3,0.0059,verb
cluster,3,0.0059,noun
bottle,3,0.0059,verb
clowns,3,0.0059,noun
identifiable,3,0.0059,adj
textural,3,0.0059,adj
peasant,3,0.0059,verb
onions,3,0.0059,noun
tomatoes,3,0.0059,noun
grain,3,0.0059,noun
made,3,0.0059,verb
skull,3,0.0059,noun
commonplace,3,0.0059,noun
variations,3,0.0059,noun
read,3,0.0059,adj
written,3,0.0059,verb
translates,3,0.0059,verb
instead,3,0.0059,adv
express,3,0.0059,adv
rooster,3,0.0059,noun
sort,3,0.0059,noun
position,3,0.0059,noun
gesture,3,0.0059,noun
imagery,3,0.0059,noun
burning,3,0.0059,verb
animal,3,0.0059,noun
cow,3,0.0059,noun
emotions,3,0.0059,noun
elderly,3,0.0059,adj
portion,3,0.0059,noun
lived,3,0.0059,verb
wife,3,0.0059,noun
biblical,3,0.0059,adj
shepherd,3,0.0059,verb
ox,3,0.0059,verb
upright,3,0.0059,adj
stars,3,0.0059,verb
less,3,0.0059,other
2,3,0.0059,other
4,3,0.0059,other
task,3,0.0059,noun
involves,3,0.0059,verb
thread,3,0.0059,adj
needle,3,0.0059,adj
array,3,0.0059,noun
echoing,3,0.0059,verb
folk,3,0.0059,noun
kahlo,3,0.0059,noun
experiences,3,0.0059,noun
parrot,3,0.0059,noun
conventional,3,0.0059,adj
watermelon,3,0.0059,verb
closer,3,0.0059,adj
wings,3,0.0059,noun
affirming,3,0.0059,verb
vitality,3,0.0059,noun
performing,3,0.0059,verb
performer,3,0.0059,verb
theatrical,3,0.0059,adj
grace,3,0.0059,noun
tutu,3,0.0059,noun
action,3,0.0059,noun
dreamy,3,0.0059,verb
portray,3,0.0059,verb
aspects,3,0.0059,verb
break,3,0.0059,noun
ironing,3,0.0059,verb
gray,3,0.0059,adj
rhythmic,3,0.0059,adj
neoplasticism,3,0.0059,noun
non,3,0.0059,adj
abstraction,3,0.0059,noun
ears,3,0.0059,noun
straight,3,0.0059,adv
serious,3,0.0059,adj
handling,3,0.0059,verb
bears,3,0.0059,noun
conveying,3,0.0059,verb
jester,3,0.0059,noun
accentuated,3,0.0059,verb
did,3,0.0059,verb
enough,3,0.0059,adv
synthetic,3,0.0059,adj
violin,3,0.0059,verb
interpret,3,0.0059,adj
four,3,0.0059,other
adherence,3,0.0059,noun
reveals,3,0.0059,noun
immediacy,3,0.0059,noun
cultures,3,0.0059,noun
river,3,0.0059,noun
diffused,3,0.0059,verb
atop,3,0.0059,adj
donkey,3,0.0059,noun
interpretations,3,0.0059,noun
downwards,3,0.0059,noun
geranium,3,0.0059,adj
weather,3,0.0059,noun
reinforcing,3,0.0059,verb
digital,3,0.0059,adj
dignified,3,0.0059,verb
lemons,3,0.0059,noun
silhouette,3,0.0059,noun
ways,3,0.0059,noun
seaweed,3,0.0059,verb
blacks,3,0.0059,noun
paper,3,0.0059,noun
lute,3,0.0059,adj
underwater,3,0.0059,noun
poster,3,0.0059,noun
reeds,3,0.0059,verb
attempt,3,0.0059,noun
manipulation,3,0.0059,noun
illustrative,3,0.0059,adj
meaning,3,0.0059,verb
soup,3,0.0059,noun
bottles,3,0.0059,noun
case,3,0.0059,noun
taylor,3,0.0059,noun
celebrated,3,0.0059,verb
media,3,0.0059,noun
square,3,0.0059,verb
royalty,3,0.0059,noun
combines,3,0.0059,noun
cape,3,0.0059,noun
cod,3,0.0059,noun
splashes,3,0.0059,noun
edward,3,0.0059,adv
authenticity,3,0.0059,noun
introspective,3,0.0059,adj
grand,3,0.0059,adj
steps,3,0.0059,noun
venice,3,0.0059,noun
embodies,3,0.0059,noun
little,3,0.0059,adj
stevenson,3,0.0059,adj
music,3,0.0059,noun
elsie,3,0.0059,verb
sewing,3,0.0059,verb
affectionate,3,0.0059,adj
interactions,3,0.0059,noun
ducks,3,0.0059,noun
affection,3,0.0059,noun
francoise,3,0.0059,noun
lightning,3,0.0059,verb
path,3,0.0059,noun
peak,3,0.0059,noun
travelers,3,0.0059,noun
edo,3,0.0059,noun
swallow,3,0.0059,adj
smoke,3,0.0059,noun
eruption,3,0.0059,noun
vincent,3,0.0059,noun
thick,3,0.0059,adj
ram,3,0.0059,noun
academicism,3,0.0059,noun
cloisonnism,3,0.0059,noun
psyche,3,0.0059,noun
pan,3,0.0059,noun
minnelli,3,0.0059,noun
klimt,2,0.004,noun
throne,2,0.004,noun
contrasted,2,0.004,verb
palm,2,0.004,noun
flair,2,0.004,noun
craft,2,0.004,noun
delve,2,0.004,noun
thin,2,0.004,adj
clasped,2,0.004,verb
contemplate,2,0.004,verb
emotionally,2,0.004,adv
ends,2,0.004,noun
barns,2,0.004,verb
leaf,2,0.004,noun
petal,2,0.004,adj
dominance,2,0.004,noun
definition,2,0.004,noun
expected,2,0.004,verb
types,2,0.004,noun
hibiscus,2,0.004,verb
plumeria,2,0.004,noun
displaying,2,0.004,verb
layers,2,0.004,noun
dead,2,0.004,adj
pinkish,2,0.004,adj
autumn,2,0.004,noun
branches,2,0.004,noun
toned,2,0.004,verb
border,2,0.004,noun
drawings,2,0.004,noun
crane,2,0.004,noun
postures,2,0.004,verb
monochromatic,2,0.004,adj
suwa,2,0.004,adj
shinano,2,0.004,noun
province,2,0.004,noun
access,2,0.004,noun
sunrise,2,0.004,noun
sunset,2,0.004,noun
headpiece,2,0.004,verb
discerned,2,0.004,verb
mannerism,2,0.004,noun
bronzino,2,0.004,noun
italian,2,0.004,adj
goddess,2,0.004,noun
accompanying,2,0.004,verb
anatomical,2,0.004,adj
involving,2,0.004,verb
creativity,2,0.004,noun
portraying,2,0.004,verb
narratives,2,0.004,noun
warrior,2,0.004,verb
nobleman,2,0.004,adj
breastplate,2,0.004,noun
craftsmanship,2,0.004,noun
mustache,2,0.004,noun
tilted,2,0.004,adj
columns,2,0.004,noun
match,2,0.004,noun
holy,2,0.004,verb
anne,2,0.004,noun
baptist,2,0.004,noun
drape,2,0.004,noun
mirrors,2,0.004,noun
tool,2,0.004,noun
reverence,2,0.004,noun
companion,2,0.004,adj
contour,2,0.004,noun
oriented,2,0.004,verb
cheekbones,2,0.004,noun
prince,2,0.004,noun
eristoff,2,0.004,noun
polish,2,0.004,adj
pulling,2,0.004,verb
illusion,2,0.004,noun
sheer,2,0.004,noun
knees,2,0.004,noun
ahead,2,0.004,adv
cityscape,2,0.004,noun
lamp,2,0.004,verb
creator,2,0.004,noun
scarf,2,0.004,adj
layered,2,0.004,verb
seductive,2,0.004,adj
aligning,2,0.004,verb
embodying,2,0.004,verb
freshness,2,0.004,noun
sofa,2,0.004,noun
bob,2,0.004,adj
nurturing,2,0.004,verb
keeps,2,0.004,verb
nautical,2,0.004,adj
forehead,2,0.004,adj
parted,2,0.004,verb
step,2,0.004,noun
wavy,2,0.004,adj
gloves,2,0.004,noun
featured,2,0.004,verb
wheel,2,0.004,noun
vintage,2,0.004,noun
bugatti,2,0.004,verb
my,2,0.004,other
ski,2,0.004,adj
brings,2,0.004,verb
madame,2,0.004,adj
swirls,2,0.004,verb
contemporary,2,0.004,adj
conversation,2,0.004,noun
angled,2,0.004,verb
earrings,2,0.004,noun
formally,2,0.004,adv
mandolin,2,0.004,noun
sheets,2,0.004,noun
knee,2,0.004,noun
falling,2,0.004,verb
graceful,2,0.004,adj
stems,2,0.004,noun
counter,2,0.004,adj
gift,2,0.004,noun
wrapped,2,0.004,verb
box,2,0.004,adj
timeless,2,0.004,noun
morisot,2,0.004,noun
immediate,2,0.004,adj
streaming,2,0.004,noun
sister,2,0.004,noun
possibility,2,0.004,noun
literature,2,0.004,verb
crucifixion,2,0.004,noun
feet,2,0.004,noun
angelic,2,0.004,verb
accompanied,2,0.004,verb
iconography,2,0.004,noun
gilded,2,0.004,verb
backgrounds,2,0.004,noun
accurate,2,0.004,adj
seeing,2,0.004,verb
prayer,2,0.004,noun
spiritual,2,0.004,adj
entire,2,0.004,adj
strength,2,0.004,noun
ascribed,2,0.004,noun
curly,2,0.004,adj
coming,2,0.004,verb
cheek,2,0.004,adj
wealth,2,0.004,verb
spirit,2,0.004,verb
representations,2,0.004,noun
devotion,2,0.004,noun
attributes,2,0.004,noun
anatomy,2,0.004,adj
had,2,0.004,verb
equestrian,2,0.004,adj
monument,2,0.004,noun
horseback,2,0.004,noun
battle,2,0.004,noun
inscribed,2,0.004,verb
monuments,2,0.004,noun
celebrating,2,0.004,noun
actions,2,0.004,noun
confirm,2,0.004,verb
centered,2,0.004,adj
madonna,2,0.004,noun
cradles,2,0.004,noun
golden,2,0.004,adj
judging,2,0.004,verb
low,2,0.004,adj
ready,2,0.004,adj
combat,2,0.004,noun
watches,2,0.004,noun
umbrella,2,0.004,adj
return,2,0.004,verb
livestock,2,0.004,noun
sunny,2,0.004,noun
humans,2,0.004,noun
running,2,0.004,verb
following,2,0.004,verb
illuminating,2,0.004,noun
morning,2,0.004,noun
eastern,2,0.004,adj
coast,2,0.004,noun
epoque,2,0.004,noun
shallow,2,0.004,adj
flesh,2,0.004,noun
y,2,0.004,noun
wet,2,0.004,adj
rolling,2,0.004,verb
pool,2,0.004,noun
archway,2,0.004,adv
entrance,2,0.004,adj
hall,2,0.004,noun
stone,2,0.004,noun
illumination,2,0.004,verb
dawn,2,0.004,noun
strolling,2,0.004,verb
parasol,2,0.004,adj
walk,2,0.004,noun
even,2,0.004,adv
sailboats,2,0.004,noun
tide,2,0.004,verb
catch,2,0.004,verb
softer,2,0.004,adj
beached,2,0.004,adj
bustling,2,0.004,verb
too,2,0.004,adv
cart,2,0.004,adj
expansive,2,0.004,adj
sensory,2,0.004,adj
beachside,2,0.004,noun
brighter,2,0.004,noun
sit,2,0.004,noun
vibrantly,2,0.004,adv
illuminate,2,0.004,noun
compotier,2,0.004,noun
describes,2,0.004,verb
facade,2,0.004,noun
nestled,2,0.004,adj
sturdy,2,0.004,adj
verdant,2,0.004,adj
olive,2,0.004,adj
production,2,0.004,noun
dense,2,0.004,adj
punctuated,2,0.004,verb
solidity,2,0.004,noun
milk,2,0.004,noun
pitcher,2,0.004,noun
lid,2,0.004,adj
wallpaper,2,0.004,other
ordinary,2,0.004,adj
diamond,2,0.004,noun
cheerful,2,0.004,adj
actively,2,0.004,adv
greenhouse,2,0.004,noun
mature,2,0.004,noun
indistinct,2,0.004,adj
tableware,2,0.004,noun
nuance,2,0.004,noun
gathered,2,0.004,verb
forested,2,0.004,adj
upwards,2,0.004,noun
division,2,0.004,noun
touches,2,0.004,verb
structural,2,0.004,adj
volumes,2,0.004,noun
cottage,2,0.004,noun
shuttered,2,0.004,verb
hillside,2,0.004,noun
liozna,2,0.004,noun
levels,2,0.004,noun
signs,2,0.004,noun
language,2,0.004,noun
russian,2,0.004,adj
pediatrician,2,0.004,adj
legible,2,0.004,adj
tall,2,0.004,adj
cabinet,2,0.004,noun
suggestion,2,0.004,noun
t,2,0.004,noun
aim,2,0.004,noun
interacting,2,0.004,verb
fire,2,0.004,noun
charm,2,0.004,noun
board,2,0.004,noun
existence,2,0.004,adv
metaphor,2,0.004,noun
barber,2,0.004,noun
shop,2,0.004,noun
waiting,2,0.004,verb
aims,2,0.004,verb
familiar,2,0.004,adj
same,2,0.004,adj
marking,2,0.004,verb
dial,2,0.004,adj
move,2,0.004,verb
show,2,0.004,noun
decorated,2,0.004,verb
keeping,2,0.004,verb
directness,2,0.004,adj
whimsy,2,0.004,noun
imagined,2,0.004,verb
riding,2,0.004,noun
apple,2,0.004,noun
explicitly,2,0.004,adv
potiphar,2,0.004,adj
textiles,2,0.004,noun
bedroom,2,0.004,noun
guide,2,0.004,verb
goat,2,0.004,noun
calmly,2,0.004,noun
direction,2,0.004,noun
dotted,2,0.004,verb
flayed,2,0.004,verb
reveal,2,0.004,adj
celestial,2,0.004,adj
horsewoman,2,0.004,adj
authority,2,0.004,noun
heritage,2,0.004,noun
flight,2,0.004,noun
aquatic,2,0.004,adj
inspiration,2,0.004,noun
clocks,2,0.004,noun
notes,2,0.004,noun
yarn,2,0.004,noun
working,2,0.004,verb
textile,2,0.004,noun
storytelling,2,0.004,verb
frida,2,0.004,adj
lemon,2,0.004,verb
watermelons,2,0.004,noun
split,2,0.004,noun
unpolished,2,0.004,adj
primitivist,2,0.004,noun
cursive,2,0.004,adj
evocative,2,0.004,adj
never,2,0.004,adv
completed,2,0.004,verb
semiramis,2,0.004,adj
babylon,2,0.004,noun
majestic,2,0.004,adj
unfinished,2,0.004,adj
caught,2,0.004,verb
gracefully,2,0.004,adv
places,2,0.004,noun
star,2,0.004,noun
troupe,2,0.004,noun
prominence,2,0.004,noun
recognition,2,0.004,noun
performances,2,0.004,noun
watching,2,0.004,verb
artistry,2,0.004,noun
dressing,2,0.004,verb
immediately,2,0.004,adv
before,2,0.004,other
process,2,0.004,noun
lifestyle,2,0.004,noun
having,2,0.004,verb
spans,2,0.004,noun
mondrian,2,0.004,adj
achieve,2,0.004,verb
big,2,0.004,adj
plume,2,0.004,verb
spots,2,0.004,noun
fingers,2,0.004,noun
subjective,2,0.004,verb
periods,2,0.004,noun
date,2,0.004,noun
21,2,0.004,other
essential,2,0.004,adj
mostly,2,0.004,adv
playfulness,2,0.004,noun
diverse,2,0.004,noun
food,2,0.004,noun
catalan,2,0.004,noun
detracting,2,0.004,verb
intersect,2,0.004,adj
fragmented,2,0.004,verb
then,2,0.004,adv
overlapping,2,0.004,verb
involved,2,0.004,verb
perspectives,2,0.004,noun
initials,2,0.004,noun
word,2,0.004,noun
orientation,2,0.004,noun
lithograph,2,0.004,noun
cradling,2,0.004,verb
lies,2,0.004,noun
familial,2,0.004,adj
reaching,2,0.004,verb
extending,2,0.004,verb
pointed,2,0.004,verb
rock,2,0.004,noun
better,2,0.004,adj
frames,2,0.004,adv
harness,2,0.004,noun
curiosity,2,0.004,noun
earlier,2,0.004,adv
upholstery,2,0.004,adj
innovative,2,0.004,adj
plush,2,0.004,adj
headgear,2,0.004,adj
pot,2,0.004,noun
teapot,2,0.004,noun
resemble,2,0.004,adj
collioure,2,0.004,verb
fauvist,2,0.004,adj
conditions,2,0.004,noun
himself,2,0.004,other
our,2,0.004,other
sideboard,2,0.004,adv
cup,2,0.004,noun
dominate,2,0.004,noun
perceptions,2,0.004,noun
shaped,2,0.004,verb
chin,2,0.004,noun
thoughtfully,2,0.004,adv
feeling,2,0.004,verb
comfortable,2,0.004,adj
panes,2,0.004,noun
layer,2,0.004,adj
draughtsmanship,2,0.004,noun
romanian,2,0.004,adj
puffy,2,0.004,noun
lozenge,2,0.004,verb
retained,2,0.004,verb
saxifrages,2,0.004,noun
reproduction,2,0.004,noun
evokes,2,0.004,noun
mix,2,0.004,adj
lagoon,2,0.004,noun
photo,2,0.004,verb
section,2,0.004,noun
polynesia,2,0.004,adj
predominant,2,0.004,noun
idea,2,0.004,noun
vastness,2,0.004,noun
bather,2,0.004,noun
grass,2,0.004,noun
reflected,2,0.004,verb
promotional,2,0.004,adj
appreciate,2,0.004,adj
iv,2,0.004,noun
exploration,2,0.004,noun
bananas,2,0.004,verb
distant,2,0.004,adj
symbols,2,0.004,noun
label,2,0.004,noun
brand,2,0.004,noun
coke,2,0.004,adj
coca,2,0.004,noun
cola,2,0.004,noun
font,2,0.004,verb
altered,2,0.004,verb
lacks,2,0.004,noun
indicate,2,0.004,verb
vividly,2,0.004,adv
public,2,0.004,adj
persona,2,0.004,adv
mimic,2,0.004,adj
marilyn,2,0.004,verb
ii,2,0.004,verb
celebrities,2,0.004,noun
actress,2,0.004,noun
actor,2,0.004,noun
bunny,2,0.004,adj
beatrix,2,0.004,noun
netherlands,2,0.004,noun
crown,2,0.004,adj
trailer,2,0.004,noun
discern,2,0.004,adj
margrethe,2,0.004,verb
bull,2,0.004,noun
implied,2,0.004,verb
ranking,2,0.004,verb
similarly,2,0.004,adv
hunting,2,0.004,verb
dog,2,0.004,noun
estate,2,0.004,noun
stag,2,0.004,noun
frequently,2,0.004,adv
explored,2,0.004,verb
rokeby,2,0.004,noun
formality,2,0.004,noun
rainstorm,2,0.004,verb
mist,2,0.004,noun
recently,2,0.004,adv
hopper,2,0.004,adj
carry,2,0.004,verb
weathered,2,0.004,adj
imagine,2,0.004,adj
porch,2,0.004,adj
carpet,2,0.004,noun
dresser,2,0.004,noun
william,2,0.004,noun
shakespeare,2,0.004,noun
nuances,2,0.004,noun
powerful,2,0.004,adj
maintain,2,0.004,noun
daffodils,2,0.004,noun
edited,2,0.004,adj
artificial,2,0.004,adj
watercolor,2,0.004,noun
influences,2,0.004,noun
scale,2,0.004,adj
employing,2,0.004,verb
ponte,2,0.004,noun
giuseppe,2,0.004,noun
waterway,2,0.004,noun
grayscale,2,0.004,noun
occasion,2,0.004,noun
development,2,0.004,noun
minute,2,0.004,adj
playful,2,0.004,adj
mrs,2,0.004,adj
attentively,2,0.004,adv
illuminates,2,0.004,verb
deeply,2,0.004,adv
grassy,2,0.004,adj
shadowing,2,0.004,verb
encapsulates,2,0.004,verb
boating,2,0.004,verb
party,2,0.004,noun
donned,2,0.004,verb
filtering,2,0.004,verb
japonisme,2,0.004,noun
feeding,2,0.004,verb
ann,2,0.004,adv
sucking,2,0.004,verb
barefoot,2,0.004,noun
worn,2,0.004,noun
called,2,0.004,verb
sketch,2,0.004,verb
lightness,2,0.004,adj
peace,2,0.004,noun
refers,2,0.004,noun
bath,2,0.004,noun
thoughtfulness,2,0.004,adv
summit,2,0.004,noun
fill,2,0.004,adj
tokaido,2,0.004,noun
journey,2,0.004,noun
hydrangea,2,0.004,noun
hydrangeas,2,0.004,noun
poetry,2,0.004,noun
ash,2,0.004,noun
volcanic,2,0.004,adj
rossetti,2,0.004,noun
siddal,2,0.004,noun
postman,2,0.004,noun
roulin,2,0.004,noun
sunflowers,2,0.004,noun
japonism,2,0.004,noun
hallway,2,0.004,adj
arched,2,0.004,verb
doorways,2,0.004,noun
volcano,2,0.004,noun
jane,2,0.004,noun
fonda,2,0.004,noun
peeled,2,0.004,verb
relaxation,2,0.004,noun
applied,2,0.004,verb
gradation,2,0.004,noun
exotic,2,0.004,adj
gardens,2,0.004,noun
greek,2,0.004,adj
medium,2,0.004,noun
shalott,2,0.004,noun
